YEAR,QUARTER,MONTH,UT15_NAME,UT17_NAME,UT20_NAME,GEOGRAPHY,MARKET,COUNTRY,REGION,REVENUE_BUDGET,COST_BUDGET,EXPENSE_BUDGET,BRANCH
2025,2,4,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),EMEA,SPGI Market,SPGI Top,SPGI Region,-77502.93,0.0,0.0,
2025,1,1,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Americas,US Financial Service Market,U.S. Financial Plan,US Financial Service Region,-416570.93,0.0,0.0,
2025,2,4,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Americas,US Financial Service Market,U.S. Financial Plan,US Financial Service Region,-421920.45,0.0,0.0,
2025,1,1,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Americas,US Top Market,U.S. Other Plan,US Top Region,490357.23,0.0,0.0,
2025,2,4,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),EMEA,UKI Market,UK/Ireland Plan,UKI Region,-911681.16,0.0,0.0,
2025,1,1,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Americas,US Partner Service Market,US Build/Service Partnerss Plan,US Partner Service Region,0.0,0.0,0.0,
2025,3,7,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Americas,US Partner Service Market,US Build/Service Partnerss Plan,US Partner Service Region,-20792.57,0.0,0.0,
2025,3,7,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Americas,US Industry Market,US Industry Plan,US Industry Region,-502620.64,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Security,Americas,Canadian Market,Canada Plan,Canada Region,173479.96,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Security,EMEA,DACH Market,DACH Plan,DACH Region,220397.93,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Data Security,EMEA,France Market,France Plan,France Region,248469.89,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Security,EMEA,France Market,France Plan,France Region,486328.19,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Security,APAC,Greater China Group Market,Greater China Group Plan,Greater China Group Region,44463.92,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Security,APAC,India/South Asia Market,India & South Asia Plan,India/South Asia Region,176979.48,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Data Security,EMEA,Italy Market,Italy Plan,Italy Region,35239.6,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Security,EMEA,Italy Market,Italy Plan,Italy Region,126446.1,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Security,EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan","Northern, Central and Eastern Europe Top Region",240757.39,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Security,EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan","Northern, Central and Eastern Europe Top Region",312451.74,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Data Security,EMEA,SPGI Market,SPGI Top,SPGI Region,75860.67,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Security,Americas,US Financial Service Market,U.S. Financial Plan,US Financial Service Region,777858.21,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Security,Americas,US Industry Market,US Industry Plan,US Industry Region,295055.1,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Security,Americas,US Industry Market,US Industry Plan,US Industry Region,422628.26,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Databases,APAC,ASEAN Market,Asean Plan,ASEAN Region,87204.89,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Databases,APAC,ASEAN Market,Asean Plan,ASEAN Region,99081.22,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Databases,APAC,Australia/New Zealand Market,Australia/New Zealand Plan,Australia/New Zealand Region,304722.34,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Databases,Americas,Canadian Market,Canada Plan,Canada Region,213265.91,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Databases,Americas,Canadian Market,Canada Plan,Canada Region,314419.7,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Databases,EMEA,DACH Market,DACH Plan,DACH Region,221439.21,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Databases,EMEA,France Market,France Plan,France Region,184410.14,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Databases,APAC,Greater China Group Market,Greater China Group Plan,Greater China Group Region,20872.84,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Databases,Japan,Japan Market,Japan Plan,Japan Region,637579.31,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Databases,APAC,Korea Market,Korea Plan,Korea Region,5017.47,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Databases,APAC,Korea Market,Korea Plan,Korea Region,4603.66,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Databases,APAC,Korea Market,Korea Plan,Korea Region,5043.01,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Databases,Americas,Latin America Market,Latin America Market Plan,Latin America Top Region,1103822.81,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Databases,Americas,US Federal Market,U.S. Federal Plan,US Federal Region,67310.77,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Databases,Americas,US Top Market,U.S. Other Plan,US Top Region,-806762.91,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Databases,EMEA,UKI Market,UK/Ireland Plan,UKI Region,597717.56,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Databases,Americas,US Partner Service Market,US Build/Service Partnerss Plan,US Partner Service Region,42757.78,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Databases,Americas,US Industry Market,US Industry Plan,US Industry Region,893004.51,0.0,0.0,
2025,2,4,Automation Platform,Application Development & Integration,Engineering Lifecycle Management,Americas,Canadian Market,Canada Plan,Canada Region,56843.84,0.0,0.0,
2025,4,10,Automation Platform,Application Development & Integration,Engineering Lifecycle Management,EMEA,France Market,France Plan,France Region,69005.88,0.0,0.0,
2025,3,7,Automation Platform,Application Development & Integration,Engineering Lifecycle Management,APAC,Greater China Group Market,Greater China Group Plan,Greater China Group Region,8425.66,0.0,0.0,
2025,4,10,Automation Platform,Application Development & Integration,Engineering Lifecycle Management,APAC,India/South Asia Market,India & South Asia Plan,India/South Asia Region,62719.34,0.0,0.0,
2025,4,10,Automation Platform,Application Development & Integration,Engineering Lifecycle Management,EMEA,Italy Market,Italy Plan,Italy Region,31936.27,0.0,0.0,
2025,2,4,Automation Platform,Application Development & Integration,Engineering Lifecycle Management,Japan,Japan Market,Japan Plan,Japan Region,1720984.24,0.0,0.0,
2025,1,1,Automation Platform,Application Development & Integration,Engineering Lifecycle Management,Americas,Latin America Market,Latin America Market Plan,Latin America Top Region,31812.39,0.0,0.0,
2025,2,4,Automation Platform,Application Development & Integration,Engineering Lifecycle Management,Americas,Latin America Market,Latin America Market Plan,Latin America Top Region,31032.67,0.0,0.0,
2025,3,7,Automation Platform,Application Development & Integration,Engineering Lifecycle Management,Americas,Latin America Market,Latin America Market Plan,Latin America Top Region,33054.9,0.0,0.0,
2025,1,1,Automation Platform,Application Development & Integration,Engineering Lifecycle Management,EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan","Northern, Central and Eastern Europe Top Region",134749.86,0.0,0.0,
2025,1,1,Automation Platform,Application Development & Integration,Engineering Lifecycle Management,EMEA,SPGI Market,SPGI Top,SPGI Region,36594.7,0.0,0.0,
2025,4,10,Automation Platform,Application Development & Integration,Engineering Lifecycle Management,Americas,US Financial Service Market,U.S. Financial Plan,US Financial Service Region,25714.54,0.0,0.0,
2025,1,1,Automation Platform,Application Development & Integration,Engineering Lifecycle Management,Americas,US Public Market,U.S. Public Plan,US Public Top Account Region,70947.27,0.0,0.0,
2025,1,1,Automation Platform,Application Development & Integration,Engineering Lifecycle Management,Americas,US Partner Service Market,US Build/Service Partnerss Plan,US Partner Service Region,10545.61,0.0,0.0,
2025,1,1,Automation Platform,Application Development & Integration,Engineering Lifecycle Management,Americas,US Industry Market,US Industry Plan,US Industry Region,173517.68,0.0,0.0,
2025,3,7,Automation Platform,Technology Business Management,FinOps,EMEA,DACH Market,DACH Plan,DACH Region,3558936.75,0.0,0.0,
2025,4,10,Automation Platform,Technology Business Management,FinOps,APAC,Greater China Group Market,Greater China Group Plan,Greater China Group Region,153953.21,0.0,0.0,
2025,4,10,Automation Platform,Technology Business Management,FinOps,APAC,India/South Asia Market,India & South Asia Plan,India/South Asia Region,182695.48,0.0,0.0,
2025,4,10,Automation Platform,Technology Business Management,FinOps,Japan,Japan Market,Japan Plan,Japan Region,1028658.26,0.0,0.0,
2025,2,4,Automation Platform,Technology Business Management,FinOps,EMEA,Middle East/Africa Market,Middle East and Africa Plan,Middle East/Africa Top Region,509234.27,0.0,0.0,
2025,2,4,Automation Platform,Technology Business Management,FinOps,EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan","Northern, Central and Eastern Europe Top Region",2411073.22,0.0,0.0,
2025,4,10,Automation Platform,Technology Business Management,FinOps,Americas,US Financial Service Market,U.S. Financial Plan,US Financial Service Region,9823922.26,0.0,0.0,
2025,1,1,Automation Platform,Technology Business Management,FinOps,Americas,US Public Market,U.S. Public Plan,US Public Top Account Region,1945003.33,0.0,0.0,
2025,3,7,Automation Platform,Technology Business Management,FinOps,Americas,US Public Market,U.S. Public Plan,US Public Top Account Region,2764273.5,0.0,0.0,
2025,2,4,Automation Platform,Technology Business Management,FinOps,Americas,US Partner Service Market,US Build/Service Partnerss Plan,US Partner Service Region,836252.49,0.0,0.0,
2025,3,7,Automation Platform,Technology Business Management,IT Financial Management,APAC,ASEAN Market,Asean Plan,ASEAN Region,899172.85,0.0,0.0,
2025,4,10,Automation Platform,Technology Business Management,IT Financial Management,APAC,Australia/New Zealand Market,Australia/New Zealand Plan,Australia/New Zealand Region,3499507.52,0.0,0.0,
2025,1,1,Automation Platform,Technology Business Management,IT Financial Management,Americas,Canadian Market,Canada Plan,Canada Region,3362556.75,0.0,0.0,
2025,3,7,Automation Platform,Technology Business Management,IT Financial Management,EMEA,France Market,France Plan,France Region,1174654.38,0.0,0.0,
2025,1,1,Automation Platform,Technology Business Management,IT Financial Management,APAC,Greater China Group Market,Greater China Group Plan,Greater China Group Region,95950.26,0.0,0.0,
2025,3,7,Automation Platform,Technology Business Management,IT Financial Management,EMEA,Italy Market,Italy Plan,Italy Region,1249693.63,0.0,0.0,
2025,3,7,Automation Platform,Technology Business Management,IT Financial Management,Japan,Japan Market,Japan Plan,Japan Region,4699456.63,0.0,0.0,
2025,2,4,Automation Platform,Technology Business Management,IT Financial Management,Americas,Latin America Market,Latin America Market Plan,Latin America Top Region,1355063.62,0.0,0.0,
2025,2,4,Data Platform,AI Productivity,Business Analytics,Americas,US Industry Market,US Industry Plan,US Industry Region,2113975.7,0.0,0.0,
2025,1,1,Data Platform,AI Productivity,Business Analytics,Americas,US National Market,US National Plan,US Northeast Region,8110315.01,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Content Management,APAC,Australia/New Zealand Market,Australia/New Zealand Plan,Australia/New Zealand Region,265185.44,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Content Management,EMEA,DACH Market,DACH Plan,DACH Region,157757.16,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Content Management,APAC,Greater China Group Market,Greater China Group Plan,Greater China Group Region,1947.24,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Content Management,APAC,India/South Asia Market,India & South Asia Plan,India/South Asia Region,3471.62,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Content Management,EMEA,Italy Market,Italy Plan,Italy Region,29116.58,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Content Management,EMEA,Italy Market,Italy Plan,Italy Region,33270.87,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Content Management,EMEA,Middle East/Africa Market,Middle East and Africa Plan,Middle East/Africa Top Region,28466.81,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Content Management,EMEA,Middle East/Africa Market,Middle East and Africa Plan,Middle East/Africa Top Region,25388.88,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Content Management,Americas,US Federal Market,U.S. Federal Plan,US Federal Region,184194.11,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Content Management,Americas,US Federal Market,U.S. Federal Plan,US Federal Region,233980.05,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Content Management,Americas,US Financial Service Market,U.S. Financial Plan,US Financial Service Region,1414045.06,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Content Management,Americas,US Financial Service Market,U.S. Financial Plan,US Financial Service Region,1321194.64,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Content Management,Americas,US Financial Service Market,U.S. Financial Plan,US Financial Service Region,1482650.65,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Content Management,EMEA,UKI Market,UK/Ireland Plan,UKI Region,141067.53,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Content Management,EMEA,UKI Market,UK/Ireland Plan,UKI Region,140239.67,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Content Management,Americas,US Industry Market,US Industry Plan,US Industry Region,313410.1,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Content Management,Americas,US Industry Market,US Industry Plan,US Industry Region,430803.46,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Content Management,Americas,US National Market,US National Plan,US Northeast Region,1305355.64,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Integration,APAC,ASEAN Market,Asean Plan,ASEAN Region,137505.09,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Integration,Americas,Canadian Market,Canada Plan,Canada Region,139170.27,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Integration,APAC,Greater China Group Market,Greater China Group Plan,Greater China Group Region,13271.92,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Integration,APAC,Greater China Group Market,Greater China Group Plan,Greater China Group Region,13999.45,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Data Integration,APAC,India/South Asia Market,India & South Asia Plan,India/South Asia Region,58099.45,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Data Integration,Japan,Japan Market,Japan Plan,Japan Region,823608.2,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Data Integration,APAC,Korea Market,Korea Plan,Korea Region,2135.91,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Integration,APAC,Korea Market,Korea Plan,Korea Region,3276.73,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Integration,APAC,Korea Market,Korea Plan,Korea Region,2927.21,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Integration,APAC,Korea Market,Korea Plan,Korea Region,3087.68,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Integration,EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan","Northern, Central and Eastern Europe Top Region",373150.67,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Integration,EMEA,SPGI Market,SPGI Top,SPGI Region,69575.67,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Integration,EMEA,SPGI Market,SPGI Top,SPGI Region,103745.87,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Data Integration,Americas,US Federal Market,U.S. Federal Plan,US Federal Region,136586.16,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Integration,Americas,US Top Market,U.S. Other Plan,US Top Region,-428346.65,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Data Integration,Americas,US Public Market,U.S. Public Plan,US Public Top Account Region,572477.18,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Integration,Americas,US Public Market,U.S. Public Plan,US Public Top Account Region,614744.23,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Integration,Americas,US Public Market,U.S. Public Plan,US Public Top Account Region,763997.05,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Data Integration,Americas,US National Market,US National Plan,US Northeast Region,3625516.83,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Intelligence,APAC,Australia/New Zealand Market,Australia/New Zealand Plan,Australia/New Zealand Region,245096.9,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Integration,Americas,US Federal Market,U.S. Federal Plan,US Federal Region,234001.71,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Integration,EMEA,UKI Market,UK/Ireland Plan,UKI Region,966049.31,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Data Intelligence,APAC,Australia/New Zealand Market,Australia/New Zealand Plan,Australia/New Zealand Region,219305.92,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Intelligence,EMEA,France Market,France Plan,France Region,135896.06,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Intelligence,APAC,Greater China Group Market,Greater China Group Plan,Greater China Group Region,22037.11,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Intelligence,Japan,Japan Market,Japan Plan,Japan Region,169737.87,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Intelligence,Japan,Japan Market,Japan Plan,Japan Region,205304.47,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Intelligence,Americas,Canadian Market,Canada Plan,Canada Region,266350.55,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Intelligence,EMEA,DACH Market,DACH Plan,DACH Region,129830.85,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Intelligence,EMEA,France Market,France Plan,France Region,157204.9,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Intelligence,APAC,India/South Asia Market,India & South Asia Plan,India/South Asia Region,45237.69,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Intelligence,EMEA,Italy Market,Italy Plan,Italy Region,57734.64,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Intelligence,EMEA,Italy Market,Italy Plan,Italy Region,84836.66,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Intelligence,EMEA,Middle East/Africa Market,Middle East and Africa Plan,Middle East/Africa Top Region,128482.56,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Data Intelligence,EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan","Northern, Central and Eastern Europe Top Region",177331.12,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Intelligence,Americas,US Public Market,U.S. Public Plan,US Public Top Account Region,592303.23,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Intelligence,EMEA,UKI Market,UK/Ireland Plan,UKI Region,455625.12,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Data Intelligence,Americas,US National Market,US National Plan,US Northeast Region,2112594.68,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Lakehouse,APAC,ASEAN Market,Asean Plan,ASEAN Region,46436.28,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Lakehouse,APAC,ASEAN Market,Asean Plan,ASEAN Region,51101.95,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Lakehouse,APAC,Australia/New Zealand Market,Australia/New Zealand Plan,Australia/New Zealand Region,139632.36,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Lakehouse,APAC,Australia/New Zealand Market,Australia/New Zealand Plan,Australia/New Zealand Region,144018.37,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Lakehouse,Americas,Canadian Market,Canada Plan,Canada Region,143651.14,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Lakehouse,EMEA,DACH Market,DACH Plan,DACH Region,149963.45,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Lakehouse,APAC,India/South Asia Market,India & South Asia Plan,India/South Asia Region,15165.69,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Lakehouse,Japan,Japan Market,Japan Plan,Japan Region,52435.82,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Data Lakehouse,APAC,Korea Market,Korea Plan,Korea Region,2699.81,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Data Lakehouse,Americas,Latin America Market,Latin America Market Plan,Latin America Top Region,473192.78,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Lakehouse,Americas,Latin America Market,Latin America Market Plan,Latin America Top Region,458394.79,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Lakehouse,Americas,Latin America Market,Latin America Market Plan,Latin America Top Region,486942.8,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Lakehouse,EMEA,Middle East/Africa Market,Middle East and Africa Plan,Middle East/Africa Top Region,60458.14,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Lakehouse,EMEA,Middle East/Africa Market,Middle East and Africa Plan,Middle East/Africa Top Region,96751.58,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Lakehouse,EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan","Northern, Central and Eastern Europe Top Region",217917.54,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Lakehouse,EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan","Northern, Central and Eastern Europe Top Region",257958.91,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Lakehouse,EMEA,SPGI Market,SPGI Top,SPGI Region,39975.49,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Lakehouse,Americas,US Federal Market,U.S. Federal Plan,US Federal Region,48903.28,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Lakehouse,Americas,US Public Market,U.S. Public Plan,US Public Top Account Region,367487.54,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Lakehouse,Americas,US Partner Service Market,US Build/Service Partnerss Plan,US Partner Service Region,64866.99,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Lakehouse,Americas,US National Market,US National Plan,US Northeast Region,1166973.99,0.0,0.0,
2025,2,4,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),APAC,ASEAN Market,Asean Plan,ASEAN Region,-33243.48,0.0,0.0,
2025,1,1,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),APAC,Australia/New Zealand Market,Australia/New Zealand Plan,Australia/New Zealand Region,-205102.47,0.0,0.0,
2025,2,4,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),APAC,Australia/New Zealand Market,Australia/New Zealand Plan,Australia/New Zealand Region,-75423.74,0.0,0.0,
2025,3,7,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Americas,Canadian Market,Canada Plan,Canada Region,-151712.11,0.0,0.0,
2025,1,1,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),EMEA,DACH Market,DACH Plan,DACH Region,-253348.08,0.0,0.0,
2025,3,7,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),EMEA,DACH Market,DACH Plan,DACH Region,-99437.6,0.0,0.0,
2025,1,1,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),APAC,Greater China Group Market,Greater China Group Plan,Greater China Group Region,-13898.98,0.0,0.0,
2025,2,4,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Japan,Japan Market,Japan Plan,Japan Region,-257597.12,0.0,0.0,
2025,4,10,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),APAC,Korea Market,Korea Plan,Korea Region,-3170.99,0.0,0.0,
2025,4,10,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Americas,Latin America Market,Latin America Market Plan,Latin America Top Region,-796913.32,0.0,0.0,
2025,2,4,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Americas,US Federal Market,U.S. Federal Plan,US Federal Region,-48468.09,0.0,0.0,
2025,4,10,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Americas,US Federal Market,U.S. Federal Plan,US Federal Region,-95209.54,0.0,0.0,
2025,4,10,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Americas,US Financial Service Market,U.S. Financial Plan,US Financial Service Region,-764312.29,0.0,0.0,
2025,3,7,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Americas,US Public Market,U.S. Public Plan,US Public Top Account Region,-400321.27,0.0,0.0,
2025,1,1,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),EMEA,UKI Market,UK/Ireland Plan,UKI Region,-782478.23,0.0,0.0,
2025,2,4,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Americas,US Partner Service Market,US Build/Service Partnerss Plan,US Partner Service Region,-8457.71,0.0,0.0,
2025,2,4,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Americas,US Industry Market,US Industry Plan,US Industry Region,-316359.13,0.0,0.0,
2025,4,10,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Americas,US Industry Market,US Industry Plan,US Industry Region,-636121.65,0.0,0.0,
2025,1,1,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Americas,US National Market,US National Plan,US Northeast Region,-1415310.46,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Data Security,APAC,Australia/New Zealand Market,Australia/New Zealand Plan,Australia/New Zealand Region,21946.69,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Data Security,Americas,Canadian Market,Canada Plan,Canada Region,68717.4,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Security,Americas,Canadian Market,Canada Plan,Canada Region,108187.89,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Security,EMEA,DACH Market,DACH Plan,DACH Region,56915.87,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Security,EMEA,France Market,France Plan,France Region,595212.31,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Security,EMEA,France Market,France Plan,France Region,512993.62,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Data Security,APAC,India/South Asia Market,India & South Asia Plan,India/South Asia Region,63854.09,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Security,EMEA,Italy Market,Italy Plan,Italy Region,63909.3,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Data Security,EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan","Northern, Central and Eastern Europe Top Region",86727.12,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Security,EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan","Northern, Central and Eastern Europe Top Region",150762.16,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Security,Americas,US Top Market,U.S. Other Plan,US Top Region,446394.97,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Security,EMEA,UKI Market,UK/Ireland Plan,UKI Region,224450.36,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Security,Americas,US Partner Service Market,US Build/Service Partnerss Plan,US Partner Service Region,68119.32,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Security,Americas,US Industry Market,US Industry Plan,US Industry Region,180889.52,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Security,Americas,US National Market,US National Plan,US Northeast Region,1420732.73,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Security,Americas,US National Market,US National Plan,US Northeast Region,2035097.88,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Databases,EMEA,DACH Market,DACH Plan,DACH Region,152298.84,0.0,0.0,
