YEAR,QUARTER,MONTH,UT15_NAME,UT17_NAME,UT20_NAME,GEOGRAPHY,MARKET,COUNTRY,REVENUE_BUDGET,COST_BUDGET,EXPENSE_BUDGET,REGION,BRANCH
2025,1,1,Data Platform,Data Fabric,Data Lakehouse,Americas,US National Market,US National Plan,2538843.73,0.0,0.0,US Northeast Region,
2025,4,10,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),APAC,APAC Top Countries,AP Total Top Adjustments excl APSC Plan,115521.2,0.0,0.0,APAC Top Region,
2025,4,10,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),APAC,Australia/New Zealand Market,Australia/New Zealand Plan,-919004.96,0.0,0.0,Australia/New Zealand Region,
2025,2,4,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),EMEA,DACH Market,DACH Plan,654689.61,0.0,0.0,DACH Region,
2025,2,4,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),EMEA,EMEA Top Countries,EMEA Top Countries Plan,-0.29,0.0,0.0,EMEA Top Region,
2025,1,1,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),EMEA,France Market,France Plan,18359.66,0.0,0.0,France Region,
2025,2,4,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),APAC,Greater China Group Market,Greater China Group Plan,-473492.42,0.0,0.0,Greater China Group Region,
2025,1,1,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),EMEA,Italy Market,Italy Plan,-225280.21,0.0,0.0,Italy Region,
2025,2,4,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),EMEA,Italy Market,Italy Plan,-1063515.5,0.0,0.0,Italy Region,
2025,2,4,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),EMEA,Middle East/Africa Market,Middle East and Africa Plan,-1779952.45,0.0,0.0,Middle East/Africa Top Region,
2025,3,7,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),EMEA,Middle East/Africa Market,Middle East and Africa Plan,-679800.33,0.0,0.0,Middle East/Africa Top Region,
2025,2,4,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan",-1197290.72,0.0,0.0,"Northern, Central and Eastern Europe Top Region",
2025,3,7,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan",-598259.67,0.0,0.0,"Northern, Central and Eastern Europe Top Region",
2025,3,7,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Americas,US Top Market,U.S. Other Plan,-706650.59,0.0,0.0,US Top Region,
2025,4,10,Data Platform,Data Fabric,Data Security,Americas,Canadian Market,Canada Plan,4793508.03,0.0,0.0,Canada Region,
2025,2,4,Data Platform,Data Fabric,Data Security,EMEA,EMEA Top Countries,EMEA Top Countries Plan,0.0,0.0,0.0,EMEA Top Region,
2025,2,4,Data Platform,Data Fabric,Data Security,APAC,India/South Asia Market,India & South Asia Plan,546568.03,0.0,0.0,India/South Asia Region,
2025,2,4,Data Platform,Data Fabric,Data Security,Japan,Japan Market,Japan Plan,925670.25,0.0,0.0,Japan Region,
2025,1,1,Data Platform,Data Fabric,Data Security,APAC,Korea Market,Korea Plan,131347.42,0.0,0.0,Korea Region,
2025,3,7,Data Platform,Data Fabric,Data Security,APAC,Korea Market,Korea Plan,274070.61,0.0,0.0,Korea Region,
2025,4,10,Data Platform,Data Fabric,Data Security,APAC,Korea Market,Korea Plan,539110.46,0.0,0.0,Korea Region,
2025,2,4,Data Platform,Data Fabric,Data Security,Americas,Latin America Market,Latin America Market Plan,2953339.65,0.0,0.0,Latin America Top Region,
2025,1,1,Data Platform,Data Fabric,Data Security,Americas,US Federal Market,U.S. Federal Plan,713838.76,0.0,0.0,US Federal Region,
2025,2,4,Data Platform,Data Fabric,Data Security,Americas,US Public Market,U.S. Public Plan,6952784.46,0.0,0.0,US Public Top Account Region,
2025,4,10,Data Platform,Data Fabric,Data Security,Americas,US Public Market,U.S. Public Plan,4815097.12,0.0,0.0,US Public Top Account Region,
2025,2,4,Data Platform,Data Fabric,Data Security,EMEA,UKI Market,UK/Ireland Plan,1006884.72,0.0,0.0,UKI Region,
2025,1,1,Data Platform,Data Fabric,Data Security,Americas,US Industry Market,US Industry Plan,3215405.95,0.0,0.0,US Industry Region,
2025,1,1,Data Platform,Data Fabric,Databases,APAC,Australia/New Zealand Market,Australia/New Zealand Plan,935456.05,0.0,0.0,Australia/New Zealand Region,
2025,4,10,Data Platform,Data Fabric,Databases,Americas,Canadian Market,Canada Plan,12362447.32,0.0,0.0,Canada Region,
2025,1,1,Data Platform,Data Fabric,Databases,Japan,Japan Market,Japan Plan,7425371.54,0.0,0.0,Japan Region,
2025,4,10,Data Platform,Data Fabric,Databases,EMEA,Middle East/Africa Market,Middle East and Africa Plan,11423286.79,0.0,0.0,Middle East/Africa Top Region,
2025,2,4,Data Platform,Data Fabric,Databases,EMEA,SPGI Market,SPGI Top,2246987.11,0.0,0.0,SPGI Region,
2025,4,10,Data Platform,Data Fabric,Databases,EMEA,SPGI Market,SPGI Top,4664124.98,0.0,0.0,SPGI Region,
2025,3,7,Data Platform,Data Fabric,Databases,Americas,US Federal Market,U.S. Federal Plan,5065735.48,0.0,0.0,US Federal Region,
2025,1,1,Data Platform,Data Fabric,Databases,Americas,US Financial Service Market,U.S. Financial Plan,7682869.96,0.0,0.0,US Financial Service Region,
2025,3,7,Data Platform,Data Fabric,Databases,Americas,US Top Market,U.S. Other Plan,-1395918.33,0.0,0.0,US Top Region,
2025,3,7,Data Platform,Data Fabric,Databases,EMEA,UKI Market,UK/Ireland Plan,2225685.22,0.0,0.0,UKI Region,
2025,1,1,Data Platform,Data Fabric,Databases,Americas,US National Market,US National Plan,7069516.98,0.0,0.0,US Northeast Region,
2025,3,7,Data Platform,Data Fabric,Databases for z/OS,APAC,ASEAN Market,Asean Plan,1679836.89,0.0,0.0,ASEAN Region,
2025,1,1,Data Platform,Data Fabric,Databases for z/OS,APAC,Australia/New Zealand Market,Australia/New Zealand Plan,717831.74,0.0,0.0,Australia/New Zealand Region,
2025,3,7,Data Platform,Data Fabric,Databases for z/OS,Americas,Canadian Market,Canada Plan,3417295.5,0.0,0.0,Canada Region,
2025,4,10,Data Platform,Data Fabric,Databases for z/OS,EMEA,EMEA Top Countries,EMEA Top Countries Plan,0.0,0.0,0.0,EMEA Top Region,
2025,2,4,Data Platform,Data Fabric,Databases for z/OS,EMEA,France Market,France Plan,9320889.22,0.0,0.0,France Region,
2025,4,10,Data Platform,Data Fabric,Databases for z/OS,EMEA,France Market,France Plan,10234659.95,0.0,0.0,France Region,
2025,4,10,Data Platform,Data Fabric,Databases for z/OS,APAC,India/South Asia Market,India & South Asia Plan,404105.18,0.0,0.0,India/South Asia Region,
2025,2,4,Data Platform,Data Fabric,Databases for z/OS,Japan,Japan Market,Japan Plan,13921528.98,0.0,0.0,Japan Region,
2025,4,10,Data Platform,Data Fabric,Databases for z/OS,Japan,Japan Market,Japan Plan,10993093.83,0.0,0.0,Japan Region,
2025,3,7,Data Platform,Data Fabric,Databases for z/OS,APAC,Korea Market,Korea Plan,238186.82,0.0,0.0,Korea Region,
2025,3,7,Data Platform,Data Fabric,Databases for z/OS,Americas,Latin America Market,Latin America Market Plan,19507622.77,0.0,0.0,Latin America Top Region,
2025,3,7,Data Platform,Data Fabric,Databases for z/OS,EMEA,SPGI Market,SPGI Top,2377291.46,0.0,0.0,SPGI Region,
2025,3,7,Data Platform,Data Fabric,Databases for z/OS,Americas,US Federal Market,U.S. Federal Plan,938124.97,0.0,0.0,US Federal Region,
2025,1,1,Data Platform,Data Fabric,Databases for z/OS,Americas,US Financial Service Market,U.S. Financial Plan,16822190.48,0.0,0.0,US Financial Service Region,
2025,2,4,Data Platform,Data Fabric,Databases for z/OS,Americas,US Financial Service Market,U.S. Financial Plan,17947838.66,0.0,0.0,US Financial Service Region,
2025,2,4,Data Platform,Data Fabric,Databases for z/OS,Americas,US Top Market,U.S. Other Plan,4691.36,0.0,0.0,US Top Region,
2025,4,10,Data Platform,Data Fabric,Databases for z/OS,Americas,US Top Market,U.S. Other Plan,1070.69,0.0,0.0,US Top Region,
2025,1,1,Data Platform,Data Fabric,Databases for z/OS,Americas,US Public Market,U.S. Public Plan,1800270.43,0.0,0.0,US Public Top Account Region,
2025,2,4,Data Platform,Data Fabric,Databases for z/OS,Americas,US Public Market,U.S. Public Plan,13953979.57,0.0,0.0,US Public Top Account Region,
2025,2,4,Data Platform,Data Fabric,Databases for z/OS,EMEA,UKI Market,UK/Ireland Plan,7566829.56,0.0,0.0,UKI Region,
2025,2,4,Data Platform,Data Fabric,Databases for z/OS,Americas,US Industry Market,US Industry Plan,8027021.98,0.0,0.0,US Industry Region,
2025,4,10,Data Platform,Data Fabric,Databases for z/OS,Americas,US Industry Market,US Industry Plan,9473353.68,0.0,0.0,US Industry Region,
2025,1,1,Automation Platform,Application Development & Integration,Engineering Lifecycle Management,APAC,APAC Top Countries,AP Total Top Adjustments excl APSC Plan,-18032.13,0.0,0.0,APAC Top Region,
2025,1,1,Automation Platform,Application Development & Integration,Engineering Lifecycle Management,APAC,Australia/New Zealand Market,Australia/New Zealand Plan,72221.05,0.0,0.0,Australia/New Zealand Region,
2025,4,10,Automation Platform,Application Development & Integration,Engineering Lifecycle Management,EMEA,DACH Market,DACH Plan,4244277.72,0.0,0.0,DACH Region,
2025,1,1,Automation Platform,Application Development & Integration,Engineering Lifecycle Management,EMEA,EMEA Top Countries,EMEA Top Countries Plan,-17.57,0.0,0.0,EMEA Top Region,
2025,3,7,Automation Platform,Application Development & Integration,Engineering Lifecycle Management,EMEA,France Market,France Plan,459145.47,0.0,0.0,France Region,
2025,3,7,Automation Platform,Application Development & Integration,Engineering Lifecycle Management,EMEA,Italy Market,Italy Plan,437007.49,0.0,0.0,Italy Region,
2025,1,1,Automation Platform,Application Development & Integration,Engineering Lifecycle Management,Japan,Japan Market,Japan Plan,664993.84,0.0,0.0,Japan Region,
2025,3,7,Automation Platform,Application Development & Integration,Engineering Lifecycle Management,Japan,Japan Market,Japan Plan,1287077.04,0.0,0.0,Japan Region,
2025,3,7,Automation Platform,Application Development & Integration,Engineering Lifecycle Management,APAC,Korea Market,Korea Plan,161813.25,0.0,0.0,Korea Region,
2025,4,10,Automation Platform,Application Development & Integration,Engineering Lifecycle Management,Americas,Latin America Market,Latin America Market Plan,1056959.14,0.0,0.0,Latin America Top Region,
2025,1,1,Automation Platform,Application Development & Integration,Engineering Lifecycle Management,EMEA,Middle East/Africa Market,Middle East and Africa Plan,367795.07,0.0,0.0,Middle East/Africa Top Region,
2025,2,4,Automation Platform,Application Development & Integration,Engineering Lifecycle Management,EMEA,Middle East/Africa Market,Middle East and Africa Plan,307688.0,0.0,0.0,Middle East/Africa Top Region,
2025,1,1,Automation Platform,Application Development & Integration,Engineering Lifecycle Management,Americas,US Top Market,U.S. Other Plan,-392280.57,0.0,0.0,US Top Region,
2025,3,7,Automation Platform,Application Development & Integration,Engineering Lifecycle Management,Americas,US Partner Service Market,US Build/Service Partnerss Plan,16234.68,0.0,0.0,US Partner Service Region,
2025,2,4,Automation Platform,Application Development & Integration,Engineering Lifecycle Management,Americas,US Industry Market,US Industry Plan,1588146.24,0.0,0.0,US Industry Region,
2025,3,7,Automation Platform,Application Development & Integration,Engineering Lifecycle Management,Americas,US National Market,US National Plan,3185103.06,0.0,0.0,US Northeast Region,
2025,4,10,Automation Platform,Application Development & Integration,Engineering Lifecycle Management,Americas,US National Market,US National Plan,6041200.44,0.0,0.0,US Northeast Region,
2025,2,4,Automation Platform,Technology Business Management,FinOps,APAC,ASEAN Market,Asean Plan,18834.46,0.0,0.0,ASEAN Region,
2025,3,7,Automation Platform,Technology Business Management,FinOps,EMEA,France Market,France Plan,41055.1,0.0,0.0,France Region,
2025,1,1,Automation Platform,Technology Business Management,FinOps,EMEA,Italy Market,Italy Plan,24575.45,0.0,0.0,Italy Region,
2025,2,4,Automation Platform,Technology Business Management,FinOps,EMEA,Italy Market,Italy Plan,30735.6,0.0,0.0,Italy Region,
2025,4,10,Automation Platform,Technology Business Management,FinOps,EMEA,Italy Market,Italy Plan,37710.6,0.0,0.0,Italy Region,
2025,1,1,Automation Platform,Technology Business Management,FinOps,APAC,Korea Market,Korea Plan,3864.85,0.0,0.0,Korea Region,
2025,3,7,Automation Platform,Technology Business Management,FinOps,EMEA,Middle East/Africa Market,Middle East and Africa Plan,67472.26,0.0,0.0,Middle East/Africa Top Region,
2025,4,10,Automation Platform,Technology Business Management,FinOps,EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan",100984.51,0.0,0.0,"Northern, Central and Eastern Europe Top Region",
2025,1,1,Automation Platform,Technology Business Management,FinOps,EMEA,SPGI Market,SPGI Top,37076.87,0.0,0.0,SPGI Region,
2025,3,7,Automation Platform,Technology Business Management,FinOps,Americas,US Federal Market,U.S. Federal Plan,120415.63,0.0,0.0,US Federal Region,
2025,1,1,Automation Platform,Technology Business Management,FinOps,EMEA,UKI Market,UK/Ireland Plan,79275.64,0.0,0.0,UKI Region,
2025,2,4,Automation Platform,Technology Business Management,FinOps,EMEA,UKI Market,UK/Ireland Plan,99147.12,0.0,0.0,UKI Region,
2025,2,4,Automation Platform,Technology Business Management,FinOps,Americas,US Industry Market,US Industry Plan,204531.09,0.0,0.0,US Industry Region,
2025,3,7,Automation Platform,Technology Business Management,FinOps,Americas,US National Market,US National Plan,360000.0,0.0,0.0,US Northeast Region,
2025,4,10,Automation Platform,Technology Business Management,FinOps,Americas,US National Market,US National Plan,472708.99,0.0,0.0,US Northeast Region,
2025,1,1,Automation Platform,Infrastructure Automation,Identity and Access Mgmt,APAC,ASEAN Market,Asean Plan,172759.38,0.0,0.0,ASEAN Region,
2025,4,10,Automation Platform,Infrastructure Automation,Identity and Access Mgmt,APAC,ASEAN Market,Asean Plan,859181.78,0.0,0.0,ASEAN Region,
2025,3,7,Data Platform,AI Productivity,AI Assistants,APAC,APAC Top Countries,AP Total Top Adjustments excl APSC Plan,-232937.49,0.0,0.0,APAC Top Region,
2025,3,7,Data Platform,AI Productivity,AI Assistants,APAC,ASEAN Market,Asean Plan,781929.8,0.0,0.0,ASEAN Region,
2025,4,10,Data Platform,AI Productivity,AI Assistants,APAC,ASEAN Market,Asean Plan,2484825.58,0.0,0.0,ASEAN Region,
2025,2,4,Data Platform,AI Productivity,AI Assistants,APAC,Australia/New Zealand Market,Australia/New Zealand Plan,866136.88,0.0,0.0,Australia/New Zealand Region,
2025,1,1,Data Platform,AI Productivity,AI Assistants,Americas,Canadian Market,Canada Plan,577983.63,0.0,0.0,Canada Region,
2025,4,10,Data Platform,AI Productivity,AI Assistants,EMEA,DACH Market,DACH Plan,7895014.62,0.0,0.0,DACH Region,
2025,1,1,Data Platform,AI Productivity,AI Assistants,EMEA,EMEA Top Countries,EMEA Top Countries Plan,1.65,0.0,0.0,EMEA Top Region,
2025,2,4,Data Platform,AI Productivity,AI Assistants,EMEA,EMEA Top Countries,EMEA Top Countries Plan,5.82,0.0,0.0,EMEA Top Region,
2025,2,4,Data Platform,AI Productivity,AI Assistants,EMEA,France Market,France Plan,1075136.75,0.0,0.0,France Region,
2025,1,1,Data Platform,AI Productivity,AI Assistants,APAC,India/South Asia Market,India & South Asia Plan,619068.3,0.0,0.0,India/South Asia Region,
2025,2,4,Data Platform,AI Productivity,AI Assistants,EMEA,SPGI Market,SPGI Top,1845031.4,0.0,0.0,SPGI Region,
2025,3,7,Data Platform,AI Productivity,AI Assistants,EMEA,UKI Market,UK/Ireland Plan,755901.52,0.0,0.0,UKI Region,
2025,1,1,Data Platform,AI Productivity,AI Assistants,Americas,US Partner Service Market,US Build/Service Partnerss Plan,23255.72,0.0,0.0,US Partner Service Region,
2025,4,10,Data Platform,AI Productivity,AI Assistants,Americas,US National Market,US National Plan,8531131.82,0.0,0.0,US Northeast Region,
2025,3,7,Data Platform,AI/ML Ops,AI Governance,APAC,APAC Top Countries,AP Total Top Adjustments excl APSC Plan,-263583.38,0.0,0.0,APAC Top Region,
2025,4,10,Data Platform,AI/ML Ops,AI Governance,APAC,APAC Top Countries,AP Total Top Adjustments excl APSC Plan,-316389.2,0.0,0.0,APAC Top Region,
2025,1,1,Data Platform,AI/ML Ops,AI Governance,APAC,ASEAN Market,Asean Plan,295464.35,0.0,0.0,ASEAN Region,
2025,2,4,Data Platform,AI/ML Ops,AI Governance,APAC,ASEAN Market,Asean Plan,952556.72,0.0,0.0,ASEAN Region,
2025,3,7,Data Platform,AI/ML Ops,AI Governance,APAC,ASEAN Market,Asean Plan,901805.35,0.0,0.0,ASEAN Region,
2025,1,1,Data Platform,AI/ML Ops,AI Governance,EMEA,France Market,France Plan,481056.62,0.0,0.0,France Region,
2025,3,7,Data Platform,AI/ML Ops,AI Governance,APAC,Greater China Group Market,Greater China Group Plan,1074526.34,0.0,0.0,Greater China Group Region,
2025,1,1,Data Platform,AI/ML Ops,AI Governance,Japan,Japan Market,Japan Plan,1525474.23,0.0,0.0,Japan Region,
2025,2,4,Data Platform,AI/ML Ops,AI Governance,APAC,Korea Market,Korea Plan,394952.79,0.0,0.0,Korea Region,
2025,1,1,Data Platform,AI/ML Ops,AI Governance,Americas,Latin America Market,Latin America Market Plan,813347.8,0.0,0.0,Latin America Top Region,
2025,4,10,Data Platform,AI/ML Ops,AI Governance,Americas,Latin America Market,Latin America Market Plan,4213295.43,0.0,0.0,Latin America Top Region,
2025,1,1,Data Platform,AI/ML Ops,AI Governance,Americas,US Federal Market,U.S. Federal Plan,668291.2,0.0,0.0,US Federal Region,
2025,2,4,Data Platform,AI/ML Ops,AI Governance,Americas,US Federal Market,U.S. Federal Plan,627295.85,0.0,0.0,US Federal Region,
2025,4,10,Data Platform,AI/ML Ops,AI Governance,Americas,US Top Market,U.S. Other Plan,13978.69,0.0,0.0,US Top Region,
2025,3,7,Data Platform,AI/ML Ops,AI Governance,EMEA,UKI Market,UK/Ireland Plan,879554.36,0.0,0.0,UKI Region,
2025,4,10,Data Platform,AI/ML Ops,AI Governance,Americas,US Industry Market,US Industry Plan,4071907.08,0.0,0.0,US Industry Region,
2025,4,10,Data Platform,AI/ML Ops,AI Tools,APAC,APAC Top Countries,AP Total Top Adjustments excl APSC Plan,-322640.89,0.0,0.0,APAC Top Region,
2025,3,7,Data Platform,AI/ML Ops,AI Tools,APAC,Australia/New Zealand Market,Australia/New Zealand Plan,1032468.72,0.0,0.0,Australia/New Zealand Region,
2025,3,7,Data Platform,AI/ML Ops,AI Tools,EMEA,DACH Market,DACH Plan,3095114.31,0.0,0.0,DACH Region,
2025,2,4,Data Platform,AI/ML Ops,AI Tools,APAC,Greater China Group Market,Greater China Group Plan,1097461.0,0.0,0.0,Greater China Group Region,
2025,3,7,Data Platform,AI/ML Ops,AI Tools,APAC,Greater China Group Market,Greater China Group Plan,1096564.56,0.0,0.0,Greater China Group Region,
2025,3,7,Data Platform,AI/ML Ops,AI Tools,EMEA,Italy Market,Italy Plan,461534.32,0.0,0.0,Italy Region,
2025,2,4,Data Platform,AI/ML Ops,AI Tools,Japan,Japan Market,Japan Plan,2806379.53,0.0,0.0,Japan Region,
2025,3,7,Data Platform,AI/ML Ops,AI Tools,EMEA,SPGI Market,SPGI Top,615672.62,0.0,0.0,SPGI Region,
2025,2,4,Data Platform,AI/ML Ops,AI Tools,Americas,US Federal Market,U.S. Federal Plan,1629352.24,0.0,0.0,US Federal Region,
2025,4,10,Data Platform,AI/ML Ops,AI Tools,Americas,US Federal Market,U.S. Federal Plan,1139184.0,0.0,0.0,US Federal Region,
2025,1,1,Data Platform,AI/ML Ops,AI Tools,EMEA,UKI Market,UK/Ireland Plan,546300.84,0.0,0.0,UKI Region,
2025,1,1,Data Platform,AI/ML Ops,AI Tools,Americas,US National Market,US National Plan,1239380.1,0.0,0.0,US Northeast Region,
2025,4,10,Automation Platform,Application Development & Integration,Application Development,APAC,APAC Top Countries,AP Total Top Adjustments excl APSC Plan,-346605.58,0.0,0.0,APAC Top Region,
2025,1,1,Automation Platform,Application Development & Integration,Application Development,APAC,Greater China Group Market,Greater China Group Plan,864027.34,0.0,0.0,Greater China Group Region,
2025,3,7,Automation Platform,Application Development & Integration,Application Development,APAC,Korea Market,Korea Plan,446388.46,0.0,0.0,Korea Region,
2025,3,7,Automation Platform,Application Development & Integration,Application Development,Americas,Latin America Market,Latin America Market Plan,7268865.91,0.0,0.0,Latin America Top Region,
2025,1,1,Automation Platform,Application Development & Integration,Application Development,EMEA,Middle East/Africa Market,Middle East and Africa Plan,535106.33,0.0,0.0,Middle East/Africa Top Region,
2025,2,4,Automation Platform,Application Development & Integration,Application Development,EMEA,Middle East/Africa Market,Middle East and Africa Plan,2768706.56,0.0,0.0,Middle East/Africa Top Region,
2025,1,1,Automation Platform,Application Development & Integration,Application Development,Americas,US Federal Market,U.S. Federal Plan,1128124.11,0.0,0.0,US Federal Region,
2025,4,10,Automation Platform,Application Development & Integration,Application Development,Americas,US Federal Market,U.S. Federal Plan,3708959.0,0.0,0.0,US Federal Region,
2025,3,7,Automation Platform,Application Development & Integration,Application Development,Americas,US Financial Service Market,U.S. Financial Plan,5223977.98,0.0,0.0,US Financial Service Region,
2025,4,10,Automation Platform,Application Development & Integration,Application Development,Americas,US Partner Service Market,US Build/Service Partnerss Plan,49.19,0.0,0.0,US Partner Service Region,
2025,2,4,Automation Platform,Application Development & Integration,Application Integration,APAC,APAC Top Countries,AP Total Top Adjustments excl APSC Plan,-385602.99,0.0,0.0,APAC Top Region,
2025,2,4,Automation Platform,Application Development & Integration,Application Integration,APAC,Australia/New Zealand Market,Australia/New Zealand Plan,6238121.29,0.0,0.0,Australia/New Zealand Region,
2025,3,7,Automation Platform,Application Development & Integration,Application Integration,EMEA,France Market,France Plan,6593852.07,0.0,0.0,France Region,
2025,3,7,Automation Platform,Application Development & Integration,Application Integration,APAC,India/South Asia Market,India & South Asia Plan,3893352.01,0.0,0.0,India/South Asia Region,
2025,3,7,Automation Platform,Application Development & Integration,Application Integration,EMEA,Italy Market,Italy Plan,3264354.02,0.0,0.0,Italy Region,
2025,4,10,Automation Platform,Application Development & Integration,Application Integration,Japan,Japan Market,Japan Plan,12689746.66,0.0,0.0,Japan Region,
2025,3,7,Automation Platform,Application Development & Integration,Application Integration,APAC,Korea Market,Korea Plan,1192379.74,0.0,0.0,Korea Region,
2025,1,1,Automation Platform,Application Development & Integration,Application Integration,EMEA,Middle East/Africa Market,Middle East and Africa Plan,4684409.96,0.0,0.0,Middle East/Africa Top Region,
2025,4,10,Automation Platform,Application Development & Integration,Application Integration,EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan",21673628.27,0.0,0.0,"Northern, Central and Eastern Europe Top Region",
2025,2,4,Automation Platform,Application Development & Integration,Application Integration,EMEA,SPGI Market,SPGI Top,7088421.93,0.0,0.0,SPGI Region,
2025,3,7,Automation Platform,Application Development & Integration,Application Integration,Americas,US Financial Service Market,U.S. Financial Plan,13989949.85,0.0,0.0,US Financial Service Region,
2025,2,4,Automation Platform,Application Development & Integration,Application Integration,Americas,US Top Market,U.S. Other Plan,-1104037.81,0.0,0.0,US Top Region,
2025,2,4,Automation Platform,Application Development & Integration,Application Integration,Americas,US Public Market,U.S. Public Plan,9673670.79,0.0,0.0,US Public Top Account Region,
2025,2,4,Automation Platform,Application Development & Integration,Application Integration,Americas,US Partner Service Market,US Build/Service Partnerss Plan,85897.43,0.0,0.0,US Partner Service Region,
2025,2,4,Automation Platform,Application Development & Integration,Application Integration,Americas,US National Market,US National Plan,20065342.13,0.0,0.0,US Northeast Region,
2025,4,10,Automation Platform,Application Development & Integration,Application Integration,Americas,US National Market,US National Plan,32885553.45,0.0,0.0,US Northeast Region,
2025,1,1,Automation Platform,Technology Business Management,Asset Lifecycle Management,APAC,ASEAN Market,Asean Plan,925714.82,0.0,0.0,ASEAN Region,
2025,2,4,Automation Platform,Technology Business Management,Asset Lifecycle Management,APAC,ASEAN Market,Asean Plan,961761.59,0.0,0.0,ASEAN Region,
2025,2,4,Automation Platform,Technology Business Management,Asset Lifecycle Management,APAC,Australia/New Zealand Market,Australia/New Zealand Plan,1676922.3,0.0,0.0,Australia/New Zealand Region,
2025,1,1,Automation Platform,Technology Business Management,Asset Lifecycle Management,EMEA,France Market,France Plan,736356.67,0.0,0.0,France Region,
2025,3,7,Automation Platform,Technology Business Management,Asset Lifecycle Management,EMEA,France Market,France Plan,968044.42,0.0,0.0,France Region,
2025,2,4,Automation Platform,Technology Business Management,Asset Lifecycle Management,EMEA,Italy Market,Italy Plan,1197806.14,0.0,0.0,Italy Region,
2025,4,10,Automation Platform,Technology Business Management,Asset Lifecycle Management,EMEA,Italy Market,Italy Plan,1662451.44,0.0,0.0,Italy Region,
2025,4,10,Automation Platform,Technology Business Management,Asset Lifecycle Management,Japan,Japan Market,Japan Plan,2653717.31,0.0,0.0,Japan Region,
2025,1,1,Automation Platform,Technology Business Management,Asset Lifecycle Management,Americas,Latin America Market,Latin America Market Plan,567548.76,0.0,0.0,Latin America Top Region,
2025,2,4,Automation Platform,Technology Business Management,Asset Lifecycle Management,Americas,Latin America Market,Latin America Market Plan,1453829.38,0.0,0.0,Latin America Top Region,
2025,3,7,Automation Platform,Technology Business Management,Asset Lifecycle Management,Americas,Latin America Market,Latin America Market Plan,1800790.43,0.0,0.0,Latin America Top Region,
2025,3,7,Automation Platform,Technology Business Management,Asset Lifecycle Management,EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan",1836263.31,0.0,0.0,"Northern, Central and Eastern Europe Top Region",
2025,2,4,Automation Platform,Technology Business Management,Asset Lifecycle Management,Americas,US Top Market,U.S. Other Plan,-2746222.4,0.0,0.0,US Top Region,
2025,2,4,Automation Platform,Technology Business Management,Asset Lifecycle Management,Americas,US Industry Market,US Industry Plan,5257336.08,0.0,0.0,US Industry Region,
2025,3,7,Automation Platform,Technology Business Management,Asset Lifecycle Management,Americas,US Industry Market,US Industry Plan,2886942.52,0.0,0.0,US Industry Region,
2025,1,1,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),EMEA,DACH Market,DACH Plan,-2412516.42,0.0,0.0,DACH Region,
2025,4,10,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),EMEA,France Market,France Plan,-631564.05,0.0,0.0,France Region,
2025,1,1,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Japan,Japan Market,Japan Plan,2261657.03,0.0,0.0,Japan Region,
2025,3,7,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan",-2460990.13,0.0,0.0,"Northern, Central and Eastern Europe Top Region",
2025,2,4,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Americas,US Federal Market,U.S. Federal Plan,-1756256.96,0.0,0.0,US Federal Region,
2025,3,7,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Americas,US Federal Market,U.S. Federal Plan,-1452302.39,0.0,0.0,US Federal Region,
2025,3,7,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Americas,US Top Market,U.S. Other Plan,107890.96,0.0,0.0,US Top Region,
2025,4,10,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Americas,US Top Market,U.S. Other Plan,-119832.51,0.0,0.0,US Top Region,
